layer,from,to
6,7,60
6,9,21
6,9,31
6,9,31
6,9,21
6,9,21
6,9,60
6,9,60
6,9,31
6,12,60
6,12,60
6,9,60
6,10,60
6,9,21
6,7,21
6,12,82
6,7,21
6,7,21
6,7,60
6,7,60
6,7,60
6,7,60
6,7,60
6,9,60
6,7,21
6,9,21
6,9,31
6,9,21
6,9,36
6,9,31
6,9,31
6,7,60
6,7,21
6,9,21
6,9,60
6,7,83
6,7,21
6,9,21
6,7,60
6,7,21
6,9,60
6,9,21
6,9,21
6,9,31
6,9,33
6,7,84
6,7,60
6,7,42
6,9,21
6,9,21
6,9,21
7,10,60
7,10,60
7,10,60
7,10,60
7,10,53
7,10,60
7,10,60
7,10,60
7,10,60
7,10,60
7,10,60
7,9,23
7,10,60
7,9,60
7,9,60
7,9,40
7,8,40
7,8,40
7,8,40
7,8,40
7,8,46
7,8,46
7,8,46
7,8,40
7,8,40
7,8,84
7,8,23
7,8,40
7,8,40
7,8,40
7,7,79
7,9,23
7,9,26
7,8,40
7,8,40
7,9,85
7,9,60
7,10,40
7,7,21
7,10,26
7,10,26
7,9,86
7,9,26
7,10,33
7,7,83
7,9,80
7,9,40
7,9,40
7,10,80
7,9,80
7,7,40
7,10,40
7,10,40
7,7,83
7,10,33
7,9,33
7,11,33
7,10,77
7,10,26
7,9,53
7,9,53
7,10,33
7,10,33
7,10,77
7,10,33
7,7,42
7,7,26
7,9,65
7,9,40
7,9,40
7,9,87
7,9,33
7,9,60
7,10,77
7,10,33
7,9,33
7,9,33
7,9,33
7,9,23
7,9,23
7,9,23
7,10,33
7,10,33
7,10,77
7,10,77
7,10,40
7,9,40
7,10,33
7,10,40
7,7,79
7,9,41
7,9,41
7,10,40
7,10,40
7,10,40
7,9,26
7,9,26
7,7,42
7,9,88
7,9,85
7,9,37
7,9,40
7,11,40
7,11,40
7,11,33
7,10,33
7,10,41
7,10,33
7,10,33
7,10,33
7,9,31
7,9,31
7,10,33
7,9,31
7,9,87
7,10,33
7,10,33
7,10,33
7,10,33
7,10,33
7,10,33
7,11,31
7,11,31
7,11,31
7,11,31
7,11,33
7,11,29
7,11,89
7,10,33
7,10,33
7,9,37
7,9,33
7,9,31
7,10,26
7,10,40
7,9,90
7,10,33
7,10,33
7,10,40
7,9,60
7,9,87
7,9,33
7,9,33
7,10,63
7,9,87
7,9,40
7,9,40
7,9,29
7,4,55
7,10,40
7,10,77
7,10,77
7,10,33
7,10,33
7,10,37
7,10,60
7,10,33
7,10,33
7,10,77
7,10,33
7,10,33
7,10,40
7,10,33
7,10,33
7,10,33
7,10,40
7,10,33
7,10,40
7,10,33
7,10,33
7,10,40
7,10,40
7,10,77
7,10,33
7,10,40
7,9,41
7,9,41
7,10,33
7,10,91
7,10,33
7,10,40
7,10,33
7,7,83
7,9,83
7,9,77
7,9,33
7,9,33
7,9,77
7,9,37
7,9,33
7,9,37
7,9,37
7,9,37
7,9,40
7,9,40
7,9,40
7,9,21
7,9,21
7,9,33
7,4,21
7,10,40
7,10,33
7,10,33
7,10,33
7,10,33
7,10,33
7,10,77
7,10,40
7,10,40
7,10,77
7,10,77
7,10,33
7,10,33
7,10,33
7,10,33
7,10,33
7,10,33
7,10,33
7,10,77
7,10,33
7,10,33
7,9,21
7,9,21
7,9,87
7,13,21
7,13,21
7,9,41
7,10,60
7,10,60
7,9,33
7,10,33
7,10,33
7,9,21
7,9,21
7,9,21
7,9,21
7,10,33
7,10,21
7,10,40
7,10,60
7,10,21
7,7,24
7,10,40
7,9,40
7,10,33
7,10,33
7,10,33
7,8,40
7,8,40
7,8,37
7,8,61
7,8,61
7,8,61
7,8,61
7,8,61
7,8,41
7,8,46
7,8,46
7,8,46
7,10,33
7,9,60
7,10,77
7,10,33
7,10,33
7,10,63
7,10,40
7,10,26
7,10,26
7,4,92
7,9,60
7,7,83
7,10,33
7,10,33
7,10,33
7,10,93
7,10,40
7,10,40
7,10,33
7,10,94
7,10,77
7,10,77
7,10,77
7,7,21
7,10,60
7,10,31
7,10,31
7,10,33
7,7,42
7,4,83
7,10,37
7,10,33
7,9,21
7,10,31
7,11,37
7,11,67
7,10,33
7,10,60
7,4,21
7,10,21
7,9,31
7,9,31
7,9,37
7,9,56
7,9,56
7,9,21
7,9,21
7,9,21
7,4,21
7,9,21
7,9,21
7,9,87
7,9,87
7,10,37
7,10,37
7,9,65
7,10,33
7,10,31
7,10,31
7,10,31
7,9,63
7,10,92
7,9,31
7,9,33
7,10,21
7,10,60
7,10,77
7,10,40
7,10,40
7,10,40
7,10,85
7,10,85
7,10,60
7,9,36
7,10,26
7,9,33
7,9,33
7,9,37
7,9,31
7,9,37
7,9,31
7,9,29
7,9,29
7,9,33
7,9,77
7,9,77
7,9,29
7,9,65
7,9,65
7,9,65
7,9,77
7,9,31
7,9,85
7,10,77
7,10,77
7,10,33
7,9,77
7,9,33
7,7,60
7,7,60
7,7,60
7,7,42
7,7,42
7,7,42
7,7,23
7,7,55
7,7,55
7,7,84
7,7,23
7,10,60
7,7,84
7,9,37
7,7,71
7,7,71
7,7,71
7,7,71
7,9,60
7,7,62
7,10,77
7,10,80
7,10,80
7,10,80
7,9,26
7,9,26
7,9,26
7,7,21
7,7,83
7,7,83
7,7,83
7,9,31
7,9,23
7,9,23
7,10,21
7,10,77
7,10,37
7,10,37
7,10,60
7,10,37
7,9,77
7,7,21
7,9,37
7,9,37
7,9,37
7,9,77
7,10,60
7,10,26
7,10,26
7,10,26
7,10,26
7,10,60
7,10,62
7,10,26
7,10,37
7,10,87
7,10,87
7,7,55
7,7,55
7,10,26
7,10,26
7,7,21
7,7,21
7,10,26
7,7,21
7,10,95
7,9,37
7,9,37
7,9,37
7,7,21
7,7,21
7,7,55
7,10,26
7,10,26
7,14,55
7,14,26
7,10,96
7,10,26
7,10,37
7,10,37
7,10,37
7,10,37
7,10,26
7,11,60
7,7,96
7,10,33
7,10,33
7,9,37
7,9,37
7,9,37
7,9,37
7,10,34
7,9,37
7,9,37
7,9,37
7,9,31
7,9,33
7,9,77
7,9,77
7,9,77
7,9,77
7,9,77
7,9,77
7,9,33
7,9,33
7,10,33
7,10,33
7,10,33
7,7,21
7,9,60
7,9,21
7,7,42
7,7,21
7,7,83
7,7,83
7,7,83
7,7,83
7,7,83
7,7,83
7,7,60
7,7,42
7,7,42
7,7,42
7,7,42
7,7,42
7,7,42
7,7,42
7,7,42
7,7,42
7,7,29
7,9,87
7,9,21
7,9,21
7,9,21
7,10,60
7,10,40
7,9,77
7,9,77
7,9,37
7,9,37
7,7,83
7,7,55
7,10,23
7,10,23
7,10,87
7,10,87
7,10,23
7,10,60
7,10,21
7,10,60
7,10,26
7,10,77
7,10,90
7,10,90
7,10,90
7,10,90
7,10,90
7,10,33
7,10,33
7,10,33
7,10,33
7,10,33
7,10,63
7,10,87
7,10,63
7,10,63
7,10,63
7,10,63
7,10,21
7,10,21
7,9,21
7,9,33
7,9,33
7,9,33
7,9,33
7,9,33
7,9,21
7,9,60
7,9,21
7,10,21
7,10,60
7,9,21
7,13,21
7,10,29
7,10,60
7,10,26
7,10,87
7,10,60
7,11,21
7,11,21
7,10,77
7,10,77
7,10,77
7,10,77
7,10,77
7,10,77
7,10,77
7,10,77
7,10,77
7,10,40
7,10,87
7,10,33
7,10,21
7,10,21
7,10,37
7,10,37
7,10,37
7,10,60
7,10,87
7,10,60
7,10,37
7,10,37
7,10,37
7,10,37
7,10,37
7,10,60
7,10,60
7,10,21
7,9,37
7,9,37
7,9,21
7,9,37
7,9,21
7,9,23
7,9,31
7,9,21
7,10,87
7,9,37
7,9,37
7,11,60
7,11,87
7,11,60
7,9,33
8,10,33
8,10,55
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,21
8,10,87
8,10,87
8,10,77
8,10,77
8,10,26
8,10,90
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,9,33
8,10,34
8,5,21
8,9,21
8,10,26
8,10,33
8,10,60
8,9,33
8,9,33
8,9,33
8,10,60
8,4,21
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,26
8,10,40
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,9,33
8,10,33
8,10,33
8,10,37
8,8,61
8,8,46
8,8,46
8,8,46
8,10,37
8,10,37
8,8,46
8,8,46
8,9,21
8,9,21
8,10,60
8,10,21
8,10,33
8,10,33
8,10,77
8,10,33
8,13,60
8,10,33
8,10,33
8,10,33
8,10,33
8,9,33
8,10,77
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,26
8,9,26
8,9,33
8,10,63
8,10,63
8,9,33
8,10,33
8,9,60
8,10,90
8,10,90
8,10,33
8,10,33
8,10,33
8,9,33
8,11,33
8,11,87
8,11,31
8,11,21
8,10,33
8,10,33
8,11,26
8,11,31
8,11,33
8,11,33
8,11,33
8,11,33
8,11,83
8,11,31
8,11,97
8,11,97
8,10,97
8,10,33
8,10,26
8,10,33
8,10,33
8,9,33
8,10,33
8,10,33
8,14,61
8,9,33
8,10,33
8,11,33
8,11,33
8,11,33
8,11,33
8,11,33
8,11,21
8,11,21
8,11,21
8,9,31
8,11,21
8,11,31
8,11,26
8,11,87
8,11,87
8,11,21
8,11,61
8,9,31
8,9,33
8,10,60
8,9,67
8,9,33
8,9,33
8,10,33
8,10,33
8,10,63
8,13,60
8,10,31
8,13,21
8,10,31
8,10,98
8,10,98
8,9,42
8,9,87
8,9,21
8,9,60
8,9,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,37
8,10,37
8,9,37
8,10,33
8,10,33
8,10,33
8,10,33
8,10,33
8,10,26
8,10,33
8,10,63
8,10,33
8,10,33
8,9,56
8,9,56
8,9,37
8,9,37
8,9,37
8,9,37
8,9,21
8,10,33
8,10,33
8,10,33
8,9,60
8,10,33
8,10,33
8,10,31
8,9,31
8,9,26
8,10,63
8,10,33
8,10,21
8,10,21
8,4,60
8,10,21
8,9,33
8,11,37
8,11,26
8,10,33
8,10,33
8,10,31
8,10,26
8,10,31
8,10,33
8,10,60
8,10,90
8,9,33
8,10,41
8,10,33
8,10,33
8,10,33
8,10,33
8,10,60
8,9,21
8,10,33
8,10,90
8,10,33
8,10,33
8,10,33
8,10,63
8,9,33
8,11,33
8,11,67
8,11,99
8,11,37
8,11,31
8,11,31
8,11,29
8,10,33
8,10,33
8,10,33
8,10,33
8,10,90
8,10,77
8,10,77
8,10,33
8,9,33
8,10,33
8,10,97
8,10,33
8,10,63
8,9,87
8,11,26
8,10,90
8,10,90
8,9,21
8,9,21
8,9,21
8,9,87
8,10,90
8,10,90
8,9,21
8,9,21
8,9,21
8,10,60
8,9,21
8,9,21
8,9,21
8,10,60
8,10,40
8,9,40
8,10,33
8,9,87
8,10,60
8,10,90
8,10,33
8,10,90
8,10,31
8,10,33
8,10,33
8,10,90
8,10,33
8,10,90
8,10,90
8,10,33
8,10,33
8,10,33
8,10,81
8,10,40
8,10,90
8,10,77
8,10,77
8,10,33
8,10,33
8,10,90
8,10,90
8,11,21
8,11,21
8,11,87
8,10,21
8,11,87
8,9,21
8,9,21
8,9,21
8,9,40
8,9,87
8,9,23
8,10,23
8,10,90
8,10,33
8,10,60
8,10,60
8,10,37
8,10,90
8,10,33
8,11,80
8,9,80
8,10,80
8,11,31
8,11,33
8,9,63
8,10,90
8,10,60
8,10,80
8,10,80
8,10,33
8,10,77
8,10,90
8,10,63
8,10,87
8,10,63
8,10,90
8,10,77
8,10,33
8,10,33
8,10,33
8,10,90
8,10,90
8,10,23
8,10,90
8,10,90
8,10,90
8,10,90
8,10,77
8,10,63
8,10,33
8,10,40
8,10,63
8,10,60
8,10,26
8,10,26
8,10,26
8,9,21
8,10,90
8,10,90
8,10,90
8,10,31
8,10,60
8,10,60
8,9,60
8,9,87
8,10,26
8,10,90
8,9,40
8,9,40
8,10,100
8,10,33
8,10,26
8,10,80
8,10,80
8,10,80
8,10,80
8,10,90
8,10,90
8,10,87
8,9,33
8,10,33
8,10,33
8,10,87
8,10,60
8,10,40
8,9,60
8,10,21
8,10,21
8,10,21
8,10,60
8,9,21
8,9,94
8,10,94
8,10,40
8,9,40
8,10,60
8,10,21
8,10,60
8,10,60
8,10,87
8,9,60
8,10,60
8,9,87
8,9,60
8,9,83
8,10,21
8,10,21
8,9,60
8,9,60
8,9,60
8,9,60
8,9,60
8,9,21
8,9,60
8,9,60
8,9,60
8,9,60
8,9,60
8,9,60
8,9,60
8,9,60
8,10,55
8,10,60
8,10,26
8,10,90
8,10,81
8,10,31
8,9,36
8,10,33
8,10,33
8,10,90
8,10,63
8,10,31
8,9,21
8,9,21
8,10,77
8,9,21
8,9,40
9,10,60
9,10,79
9,13,53
9,10,60
9,10,60
9,10,67
9,10,37
9,10,37
9,10,37
9,14,26
9,10,77
9,10,77
9,10,37
9,10,37
9,14,26
9,10,26
9,10,23
9,10,60
9,10,79
9,10,53
9,10,60
9,9,101
9,11,26
9,10,26
9,11,37
9,11,67
9,11,37
9,10,67
9,11,67
9,11,37
9,14,61
9,14,61
9,11,67
9,10,60
9,10,94
9,14,26
9,14,26
9,9,33
9,9,36
9,14,26
9,9,21
9,15,60
9,14,55
9,10,60
9,11,102
9,11,102
9,11,102
9,11,102
9,11,36
9,11,81
9,14,61
9,10,37
9,10,37
9,10,37
9,10,103
9,10,60
9,10,21
9,10,63
9,14,40
9,11,33
9,10,90
9,10,90
9,10,37
9,10,37
9,10,90
9,16,26
9,13,104
9,13,104
9,10,63
9,14,73
9,14,40
9,14,26
9,14,40
9,9,67
9,4,61
9,11,40
9,11,40
9,10,60
9,14,60
9,14,26
9,14,60
9,14,26
9,14,60
9,14,26
9,10,90
9,14,60
9,7,96
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,23
9,10,90
9,10,90
9,14,23
9,10,37
9,10,37
9,10,23
9,10,23
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,90
9,10,90
9,10,23
9,10,37
9,10,37
9,10,37
9,10,37
9,10,55
9,14,26
9,10,37
9,10,37
9,10,37
9,11,23
9,10,23
9,10,90
9,10,90
9,10,26
9,11,40
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,37
9,10,90
9,10,90
9,11,26
9,10,77
9,11,26
9,11,26
9,10,40
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,37
9,10,37
9,10,37
9,10,37
9,10,90
9,10,90
9,10,23
9,10,23
9,10,23
9,10,23
9,10,23
9,10,23
9,10,23
9,10,23
9,10,23
9,10,23
9,10,23
9,10,23
9,10,23
9,10,23
9,10,23
9,10,37
9,10,37
9,10,37
9,10,37
9,10,90
9,10,90
9,14,26
9,14,60
9,14,55
9,10,37
9,10,23
9,10,90
9,10,90
9,10,37
9,10,37
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,37
9,10,37
9,10,90
9,10,37
9,10,37
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,37
9,10,37
9,10,26
9,10,26
9,14,37
9,10,90
9,14,55
9,10,90
9,14,26
9,10,61
9,10,90
9,10,90
9,10,94
9,10,94
9,10,60
9,10,90
9,10,90
